最近、自分自身について考えることが多い。,少し前、私は何でもかんでも考えてきて、それを文章にアウトプットしてばかりいた。 頭の中で、どんなふうに整理したのか、覚えているか気に掛けて書き留めていた。 書き留めたいことをすぐに箇条書きにして、紙に書いて、また忘れないようにして...。 ,36,2023-03-19 02:25:41,2023-03-19 02:25:41
量子コンピュータが実用化されると世界が変わるかもしれない,量子コンピュータは量子情報の転送、データの処理、演算処理、演算の自動化などを実現する量子コンピューターである。 通常のコンピュータではコンピュータ間のデータの転送や計算といった作業が行われることが多いが、それらとは異なった処理が行われる場合,78,2023-03-19 02:25:56,2023-03-19 02:25:56
人間はなぜ夢を見るのか？その謎を解くための研究が進んでいる, ## — #toto @hawatakuya 『大人の文化勲章』 amazon で「おすすめ」を検索してみた ## — toyota @hawatakuya (@hawatakuya_hawa) 2018年8月29日 https://ww,47,2023-03-19 02:26:12,2023-03-19 02:26:12
この間、家族と一緒に過ごす時間がとても幸せでした。,家事も育児もどちらも手伝うことができたからこそ、この家族が築いた家の存在の強さと強さをとても強く感じていたからです。 家づくりの段階で、私たちの意見を尊重してくれ、いつも真剣に考えてくれるお施主さんとの出会いもありました。 自分の夢だったマ,95,2023-03-19 02:26:27,2023-03-19 02:26:27
最近、新しい趣味を始めたんだけど、意外と楽しいんだ,って言うか こんなに早く 教えてもらうと思っていなかったんだよね ちょっと 恥ずかしいことを お願いしても 良いんでしょうか? このサイトは 自分のためと 家族の事を よく話し合って 決められるってのが 一番素晴らしい事ですね^^ あ、別に,3,2023-03-19 02:26:43,2023-03-19 02:26:43
昨日は久しぶりに好きな料理を作ってみました。,写真は、いつもより多めに撮ってからアップするようにしたつもりなんですけど、今回は「とりあえずこれで!」という雰囲気でアップしましたので(^^;; ちょっとだけご飯を食べたぐらいで、何も食べていません。 いつもは「お腹すいたな〜」くらいの気分,92,2023-03-19 02:26:58,2023-03-19 02:26:58
最近、自分自身が思い描く未来に向けて、一歩ずつ進んでいる感覚があります。,まだ、実現したことはありません。というのも、実現したら、その時が楽しみなだけです。 未来の自分に向けて、一歩ずつ進んでいってほしいと思います。 さて、この先どのような未来が待っているのでしょうか?どんな未来が待っているのか楽しみですね。 あ,55,2023-03-19 02:27:13,2023-03-19 02:27:13
今日は好きな料理を作ってリラックスしました。,何色か用意したり、食材に使ったり、いろいろありますよね。 さて、私が子どもの頃は、料理は時間制でした。給食は12時までですしね。 なので、小学校低学年になると、子ども食堂なんていう施設にも行くようになったの。 あれをするとか、こうするだとか,95,2023-03-19 02:27:28,2023-03-19 02:27:28
この間、好きな場所に行って、自分自身の気持ちを整えました。,それが、今の仕事へ繋がっていると思います。 」 私が入社した時は、まだまだ新しい会社で、会社員で給料がもらえるという 待遇が良くないという印象がありました。そのため、正社員として仕事を しているのにもかかわらず、年々責任感が薄れ、ストレスが,31,2023-03-19 02:27:43,2023-03-19 02:27:43
最近、自分自身の弱みを認めることが自分自身を成長させるきっかけになると感じます。,今回は、仕事上で強みになるので、ぜひぜひ頑張ってみてほしいというテーマに焦点をあててお話させていただきます。 つまり、「私はこう考える」という自分自身のこれまでの経験を客観的に見ることができれば、仕事上の強みをさらに高めることができる。 自,76,2023-03-19 02:27:58,2023-03-19 02:27:58
今日はとても良い天気でした。,気温は24.5°Cもあって、気持ちの良い風が入り、窓のカーテンを開けると気持ちの良い風が入ります。 その窓の外で「さびる」と鳴く姿がとても美しく、またとても強い「春」が来ているんだな~と感じます。 今、日本は春の陽気ということですが、先日も,95,2023-03-19 02:28:13,2023-03-19 02:28:13
今日は運動をして気分をリフレッシュしました。,でも、今日はとても暑かった(笑)。 私は、あまりお仕事で忙しくないので、家に帰ると気晴らしに映画でも見ようかと思... 今日は、お友達とランチをして楽しくおしゃべりしました♪ お友達は、私よりもちょっとおしゃべりが上手な方なので、話していて,88,2023-03-19 02:28:29,2023-03-19 02:28:29
クジラが鳴く頻度には意味がある,,15,2023-03-19 02:28:44,2023-03-19 02:28:44
この間、海に行ってきました。,ここは北海道の端の方にあります。フェリーで片道1時間ほどで着きます。 道内旅行は、久しぶりでしたが、景色はいつもと変わらないような...。 今はまだ咲いてないですね。 最近は花が少なくて、水をあげるには暑いです... 夏に咲く梅の木。 少し,34,2023-03-19 02:28:50,2023-03-19 02:28:50
昨日は家でゆっくり過ごしました。,夕食は家族5人でステーキのランチ。 いつもなら妻はステーキとハンバーグ。 私はハンバーグ。 7人なのでみんなで食べると結構な量になります。 しかし今日は6人でステーキ。 お... 今日も朝から仕事なのですが、あまり予定がない。 なのでネット,45,2023-03-19 02:29:06,2023-03-19 02:29:06
昨日はお友達とおしゃべりして楽しい時間を過ごしました。,でも、久しぶりに来たら、お友達の旦那さまがお仕事で外出しているのですが、 旦那さまも一日中パソコンやパソコンやスマートフォンを見ているようなのですが、 今回は、1日かけてお片付けをすることで、お部屋がスッキリ!しかも綺改良型に!! 私は2つ,62,2023-03-19 02:29:22,2023-03-19 02:29:22
昔は、道具を自分で作ることが当たり前だった,自分で作ったもの、つまり道具は、その人の生活と深く結びついていたのではないでしょうか。 このことは、道具を使っての物作りという文化の歴史に表れていて、大量生産のこの文化に生き残っている人達は、そのように言われているわけですね。 そう考えると,57,2023-03-19 02:29:37,2023-03-19 02:29:37
昨日は好きな映画を見て、感動しました。,初めて見て泣くのはもう嫌だなぁと思うようになりました。 私の心情でレコーディングしたんですが、聴いてもらえたら嬉しいのですが、 歌詞が素敵すぎて、歌詞で泣くのは、やめておきます。... 続きを読む » 今日はいいお天気でしたね。 昨日は、雨,10,2023-03-19 02:29:52,2023-03-19 02:29:52
昨日は雨が降っていて気分が沈みました。,こんな日は、お部屋でくつろぎながら、本でも読みたいものですよね・・・ そこで、オススメしたいのが【本を読もう】ということです。 世の中には、数多くの映画やドラマ、小説、漫画があります。 その中には、誰もが一度は目にしたことがある名作もたくさ,48,2023-03-19 02:30:07,2023-03-19 02:30:07
この間、大好きなアーティストのライブに行きました。,"いつも見に行っているライブ会場に行くと ""大好きなアーティストは?"" と尋ねられて、誰の事を言っているのか分からず、ずっと質問が返ってこない。「誰だろ??」と、いつも以上に気にしてしまう。 誰かを好きになるときは、好きな人の事を一番に考えな",69,2023-03-19 02:30:24,2023-03-19 02:30:24
今日は好きな料理を作ってリラックスしました。,明日は少し仕事がありますが、 明後日は休みです。 でも明日、料理はしていませんね。(笑) 明日は今日のように暑くないので頑張れますが。 まー、好きな料理でも作らないわけにはいかないので 頑張らないといけないのですが・・・。 いやー、今日は本,33,2023-03-19 02:30:41,2023-03-19 02:30:41
最近、自分自身が本当にやりたいことを見つけることが大切だと感じます。,それが本当にやりたいことをしていると実感できる日が来るでしょう。 ですが、それは自分の努力によって得たのではなく、自分との約束を破ることが出来なかったり、それが出来ないからと悲観的に捉え、自分の殻に縛り付けてしまっていて、自ら殻を破ることが,71,2023-03-19 02:31:00,2023-03-19 02:31:00
最近、自分自身を認めることが大切だと感じます。,,70,2023-03-19 02:31:19,2023-03-19 02:31:19
今日はとても寒かったです。,先週も雪は積もっていましたが、「雪が降るなら今日で終わり」と言う感じでした。 1週間で一気に雪から解放されたせいか昨夜の外出後、2日分のご飯が残ってい... おはようございます。 昨日はとても寒かったです。 今日は冷たい雨が降っています。 ,2,2023-03-19 02:31:26,2023-03-19 02:31:26
今日はとても寒かったです。,昼間は暖かでしたが、風が無くなりました。雪の降る音は小気味いいですね。 今日は、これから忘年会で、お酒を飲んでしまう方がいるかもしれません。飲酒は、ほどほどに、お出かけの際は、運転には十分に気をつけて、運転を楽しんでください。また、帰り道の,9,2023-03-19 02:31:42,2023-03-19 02:31:42
音楽は人間にとって欠かせないものだと思う,俺もそうだが、他人には優しくなれない。 自分の為に生きて欲しい。 お前は他人の為に生きてるのか? と突っ込む。 それが本心です。 どうやっているんだ? 俺に逆らうなよ あちゃぁ こりゃー 俺の友達だよね? なんで俺がいないのか? どうでも良,72,2023-03-19 02:31:58,2023-03-19 02:31:58
最近、おしゃれに興味が出てきました。,ファッションも自分らしさを出してコーディネート出来るようになりたいです。 自分のスタイルが確立出来る様に、色々教えて下さい。 私のオススメのコーディネートも紹介してもらえたら嬉しいです。 今日はありがとうございました。 とても丁寧にご指導し,57,2023-03-19 02:32:14,2023-03-19 02:32:14
最近、自分自身ができることを少しずつでも実行することが大切だと感じます。, 自分が、お客様の立場に立った場合、自分が何を感じ取り、どこからお役に立てるのか? 今更ですが、こんなに沢山の人に支えられていることに感動しました。 まだまだお客様のお役に立つことはできませんが、そのように努力をし、さらに喜んで頂けるように,47,2023-03-19 02:32:29,2023-03-19 02:32:29
AIの発展によって、人間と機械の関係はどう変わっていくのだろうか, ― ――. r<unk> -----_..! _/ 確かに、私の友達にはとても人には見せられない姿... r<unk> ------------_.. \: :、 私の前に姿を現さなかった男――――――.......<unk>_ _ (_,78,2023-03-19 02:32:44,2023-03-19 02:32:44
昨日は体調が優れなかったのでゆっくり過ごしました。,ここは、2階席で見てて後ろで何回も拍手してる人もいて「なんだかんだ言って良かったんだな〜〜」と安心しました。 今日は、朝から大雨だったのですが・・午後からは時々晴れ間も出ました。 でも、私1人だとどこまでも続いてしまうのでお散歩も終わりでし,45,2023-03-19 02:32:59,2023-03-19 02:32:59
最近、自分自身を褒めることが大切だと思います。,自信がなければ、他人に頼ることができるはずがありませんから。 というのも、「他人はあなたを助けてくれる」と思ってるからです。 なので、例えば、人を見ていると、その人が褒めてくる人をたくさん見かけます。 何かを人にあげるということは常に考える,43,2023-03-19 02:33:15,2023-03-19 02:33:15
最近、新しいことに挑戦することが楽しいです。,,78,2023-03-19 02:33:30,2023-03-19 02:33:30
昨日は思いがけない出来事がありました。,昨日は突然実家で停電になりました。 私が実家に帰る時に停電したわけではないので、お客さんが来ているわけでもなかったのですが、我が家の電化製品はショートしたままで全く作動しなくなりました。 母は電気ストーブで温めて電気ストーブを付けようとして,52,2023-03-19 02:33:36,2023-03-19 02:33:36
最近、自分自身に素直になることが大切だと思います。,,50,2023-03-19 02:33:51,2023-03-19 02:33:51
最近、新しい趣味を始めたんだけど、意外と楽しいんだ,最近、新しい趣味を始めたんだけれど、意外と楽しいんだ 最近、新しい趣味を始めたんだけど、意外と楽しいんだ。 俺は車が好きでよく運転してます。ただ、たまに遠出するときは電動自転車で出かけます。 最近、仕事が忙しくてちょっと疲れ気味なんですよね,80,2023-03-19 02:33:55,2023-03-19 02:33:55
